,ID,Store,Start_of_Week,Week_Date,Fuel_Price,CPI,Unemployment,Type,Size,Week,Year,Temperature_C,Holiday_Name,Weekly_Sales
1891,1891,14,2010-09-04,2010-09-10,2.7,182.5982,8.743,A,200898,36,2010,22.0,No Holiday,2191767.76
1892,1892,14,2010-09-11,2010-09-17,2.71,182.6225,8.743,A,200898,37,2010,19.0,No Holiday,1953539.8500000003
1893,1893,14,2010-09-18,2010-09-24,2.71,182.6697,8.743,A,200898,38,2010,20.0,No Holiday,1879891.1299999994
1894,1894,14,2010-09-25,2010-10-01,2.71,182.7168,8.724,A,200898,39,2010,21.0,No Holiday,1855703.66
1895,1895,14,2010-10-02,2010-10-08,2.76,182.764,8.724,A,200898,40,2010,14.0,No Holiday,2091663.2
1896,1896,14,2010-10-09,2010-10-15,2.87,182.8106,8.724,A,200898,41,2010,15.0,No Holiday,1932162.6300000001
1897,1897,14,2010-10-16,2010-10-22,2.92,182.8559,8.724,A,200898,42,2010,12.0,No Holiday,1936621.09
1898,1898,14,2010-10-23,2010-10-29,2.92,182.9011,8.724,A,200898,43,2010,16.0,No Holiday,1984768.3399999996
1899,1899,14,2010-10-30,2010-11-05,2.92,182.9464,8.724,A,200898,44,2010,8.0,No Holiday,2078417.4699999997
1900,1900,14,2010-11-06,2010-11-12,2.93,182.9916,8.724,A,200898,45,2010,8.0,No Holiday,2092189.0599999994
1901,1901,14,2010-11-13,2010-11-19,3.0,182.8989,8.724,A,200898,46,2010,10.0,No Holiday,1968462.5800000003
1902,1902,14,2010-11-20,2010-11-26,3.04,182.7833,8.724,A,200898,47,2010,8.0,Thanksgiving Day,2921709.71
1903,1903,14,2010-11-27,2010-12-03,3.05,182.6676,8.724,A,200898,48,2010,5.0,No Holiday,2258489.6300000004
1904,1904,14,2010-12-04,2010-12-10,3.11,182.552,8.724,A,200898,49,2010,-1.0,No Holiday,2600519.2599999993
1905,1905,14,2010-12-11,2010-12-17,3.14,182.5177,8.724,A,200898,50,2010,-1.0,No Holiday,2762861.409999999
1906,1906,14,2010-12-18,2010-12-24,3.14,182.5446,8.724,A,200898,51,2010,-1.0,Christmas,3818686.4499999997
1907,1907,14,2010-12-25,2010-12-31,3.18,182.5714,8.724,A,200898,52,2010,-1.0,Christmas,1623716.4600000004
1908,1908,14,2011-01-01,2011-01-07,3.19,182.5983,8.549,A,200898,1,2011,1.0,New Year's Day,1864746.0999999994
1909,1909,14,2011-01-08,2011-01-14,3.2,182.6586,8.549,A,200898,2,2011,-4.0,No Holiday,1699095.9000000004
1910,1910,14,2011-01-15,2011-01-21,3.23,182.9193,8.549,A,200898,3,2011,-1.0,No Holiday,1743188.8699999992
1911,1911,14,2011-01-22,2011-01-28,3.24,183.1801,8.549,A,200898,4,2011,-4.0,No Holiday,1613718.38
1912,1912,14,2011-01-29,2011-02-04,3.23,183.4409,8.549,A,200898,5,2011,-2.0,No Holiday,1995891.8699999996
1913,1913,14,2011-02-05,2011-02-11,3.24,183.7016,8.549,A,200898,6,2011,-1.0,No Holiday,1980405.0300000003
1914,1914,14,2011-02-12,2011-02-18,3.24,183.9371,8.549,A,200898,7,2011,5.0,No Holiday,2019031.6699999997
1915,1915,14,2011-02-19,2011-02-25,3.27,184.1626,8.549,A,200898,8,2011,2.0,No Holiday,1875708.8799999994
1916,1916,14,2011-02-26,2011-03-04,3.43,184.388,8.549,A,200898,9,2011,4.0,No Holiday,2041215.6100000003
1917,1917,14,2011-03-05,2011-03-11,3.58,184.6134,8.549,A,200898,10,2011,7.0,No Holiday,1931104.6700000002
1918,1918,14,2011-03-12,2011-03-18,3.63,184.8097,8.549,A,200898,11,2011,8.0,No Holiday,1932491.4200000002
1919,1919,14,2011-03-19,2011-03-25,3.62,184.9944,8.549,A,200898,12,2011,5.0,No Holiday,1879451.2299999995
1920,1920,14,2011-03-26,2011-04-01,3.64,185.179,8.521,A,200898,13,2011,3.0,No Holiday,1869110.5499999998
1921,1921,14,2011-04-02,2011-04-08,3.72,185.3637,8.521,A,200898,14,2011,9.0,No Holiday,2037798.88
1922,1922,14,2011-04-09,2011-04-15,3.82,185.534,8.521,A,200898,15,2011,12.0,No Holiday,1974960.8599999992
1923,1923,14,2011-04-16,2011-04-22,3.89,185.6685,8.521,A,200898,16,2011,12.0,No Holiday,2256461.3899999997
1924,1924,14,2011-04-23,2011-04-29,3.96,185.803,8.521,A,200898,17,2011,19.0,No Holiday,1930617.6400000001
1925,1925,14,2011-04-30,2011-05-06,4.05,185.9374,8.521,A,200898,18,2011,15.0,No Holiday,2095599.9300000006
1926,1926,14,2011-05-07,2011-05-13,4.07,186.0719,8.521,A,200898,19,2011,16.0,No Holiday,2004330.2999999996
1927,1927,14,2011-05-14,2011-05-20,4.06,185.9661,8.521,A,200898,20,2011,17.0,No Holiday,1959967.8000000003
1928,1928,14,2011-05-21,2011-05-27,3.98,185.8603,8.521,A,200898,21,2011,21.0,No Holiday,2080694.2400000005
1929,1929,14,2011-05-28,2011-06-03,3.92,185.7545,8.521,A,200898,22,2011,25.0,No Holiday,2079899.4700000007
1930,1930,14,2011-06-04,2011-06-10,3.88,185.6487,8.521,A,200898,23,2011,23.0,No Holiday,2132446.000000001
1931,1931,14,2011-06-11,2011-06-17,3.84,185.6719,8.521,A,200898,24,2011,21.0,No Holiday,2082083.3399999999
1932,1932,14,2011-06-18,2011-06-24,3.8,185.792,8.521,A,200898,25,2011,24.0,No Holiday,2069523.5199999998
1933,1933,14,2011-06-25,2011-07-01,3.75,185.912,8.625,A,200898,26,2011,23.0,No Holiday,2074668.1899999997
1934,1934,14,2011-07-02,2011-07-08,3.71,186.032,8.625,A,200898,27,2011,25.0,Independence Day,2063401.0600000008
1935,1935,14,2011-07-09,2011-07-15,3.76,186.14,8.625,A,200898,28,2011,26.0,No Holiday,1953544.7599999998
1936,1936,14,2011-07-16,2011-07-22,3.81,186.2178,8.625,A,200898,29,2011,28.0,No Holiday,1882070.8800000001
1937,1937,14,2011-07-23,2011-07-29,3.83,186.2956,8.625,A,200898,30,2011,27.0,No Holiday,1871021.0099999998
1938,1938,14,2011-07-30,2011-08-05,3.84,186.3734,8.625,A,200898,31,2011,26.0,No Holiday,2066020.6900000002
1939,1939,14,2011-08-06,2011-08-12,3.81,186.4512,8.625,A,200898,32,2011,25.0,No Holiday,1928773.8200000003
1940,1940,14,2011-08-13,2011-08-19,3.75,186.5093,8.625,A,200898,33,2011,23.0,No Holiday,1896873.9899999998
1941,1941,14,2011-08-20,2011-08-26,3.7,186.5641,8.625,A,200898,34,2011,23.0,No Holiday,2273470.62
1942,1942,14,2011-08-27,2011-09-02,3.7,186.6189,8.625,A,200898,35,2011,21.0,No Holiday,1750891.4700000004
1943,1943,14,2011-09-03,2011-09-09,3.74,186.6737,8.625,A,200898,36,2011,22.0,No Holiday,2202742.8999999994
1944,1944,14,2011-09-10,2011-09-16,3.74,186.8024,8.625,A,200898,37,2011,21.0,No Holiday,1864637.8899999994
1945,1945,14,2011-09-17,2011-09-23,3.71,187.0295,8.625,A,200898,38,2011,18.0,No Holiday,1871555.6399999992
1946,1946,14,2011-09-24,2011-09-30,3.64,187.2567,8.625,A,200898,39,2011,21.0,No Holiday,1809989.2899999998
1947,1947,14,2011-10-01,2011-10-07,3.58,187.4838,8.523,A,200898,40,2011,13.0,No Holiday,2078796.7600000007
1948,1948,14,2011-10-08,2011-10-14,3.54,187.6917,8.523,A,200898,41,2011,18.0,No Holiday,1890870.7499999998
1949,1949,14,2011-10-15,2011-10-21,3.57,187.7846,8.523,A,200898,42,2011,15.0,No Holiday,2009004.5900000005
1950,1950,14,2011-10-22,2011-10-28,3.57,187.8775,8.523,A,200898,43,2011,11.0,No Holiday,2056846.1200000003
1951,1951,14,2011-10-29,2011-11-04,3.55,187.9704,8.523,A,200898,44,2011,7.0,No Holiday,2174056.7099999995
1952,1952,14,2011-11-05,2011-11-11,3.53,188.0632,8.523,A,200898,45,2011,9.0,No Holiday,2081534.6500000006
1953,1953,14,2011-11-12,2011-11-18,3.53,188.1984,8.523,A,200898,46,2011,11.0,No Holiday,1969360.72
1954,1954,14,2011-11-19,2011-11-25,3.49,188.3504,8.523,A,200898,47,2011,9.0,Thanksgiving Day,2685351.810000001
1955,1955,14,2011-11-26,2011-12-02,3.45,188.5024,8.523,A,200898,48,2011,10.0,No Holiday,2143080.57
1956,1956,14,2011-12-03,2011-12-09,3.42,188.6545,8.523,A,200898,49,2011,8.0,No Holiday,2470581.29
1957,1957,14,2011-12-10,2011-12-16,3.41,188.7979,8.523,A,200898,50,2011,4.0,No Holiday,2594363.09
1958,1958,14,2011-12-17,2011-12-23,3.39,188.93,8.523,A,200898,51,2011,6.0,No Holiday,3369068.9900000007
1959,1959,14,2011-12-24,2011-12-30,3.39,189.062,8.523,A,200898,52,2011,3.0,Christmas,1914148.89
1960,1960,14,2011-12-31,2012-01-06,3.42,189.1941,8.424,A,200898,1,2012,2.0,New Year's Day,1859144.9599999997
1961,1961,14,2012-01-07,2012-01-13,3.51,189.3261,8.424,A,200898,2,2012,5.0,No Holiday,1696248.27
1962,1962,14,2012-01-14,2012-01-20,3.53,189.4215,8.424,A,200898,3,2012,-0.0,No Holiday,1789113.3199999996
1963,1963,14,2012-01-21,2012-01-27,3.57,189.5169,8.424,A,200898,4,2012,3.0,No Holiday,1595362.27
1964,1964,14,2012-01-28,2012-02-03,3.62,189.6122,8.424,A,200898,5,2012,6.0,No Holiday,1877410.3599999992
1965,1965,14,2012-02-04,2012-02-10,3.64,189.7076,8.424,A,200898,6,2012,3.0,No Holiday,2077256.2400000002
1966,1966,14,2012-02-11,2012-02-17,3.7,189.8425,8.424,A,200898,7,2012,3.0,No Holiday,2020550.99
1967,1967,14,2012-02-18,2012-02-24,3.74,190.007,8.424,A,200898,8,2012,6.0,No Holiday,1875040.1600000004
1968,1968,14,2012-02-25,2012-03-02,3.82,190.1715,8.424,A,200898,9,2012,5.0,No Holiday,1926004.9899999995
1969,1969,14,2012-03-03,2012-03-09,3.85,190.336,8.424,A,200898,10,2012,8.0,No Holiday,2020839.3099999998
1970,1970,14,2012-03-10,2012-03-16,3.86,190.4619,8.424,A,200898,11,2012,10.0,No Holiday,1941040.5000000005
1971,1971,14,2012-03-17,2012-03-23,3.9,190.5363,8.424,A,200898,12,2012,15.0,No Holiday,1893447.7099999995
1972,1972,14,2012-03-24,2012-03-30,3.95,190.6107,8.424,A,200898,13,2012,10.0,No Holiday,1905033.01
1973,1973,14,2012-03-31,2012-04-06,4.0,190.6852,8.567,A,200898,14,2012,10.0,No Holiday,2376022.2600000002
1974,1974,14,2012-04-07,2012-04-13,4.04,190.7596,8.567,A,200898,15,2012,11.0,No Holiday,1912909.69
1975,1975,14,2012-04-14,2012-04-20,4.03,190.8138,8.567,A,200898,16,2012,17.0,No Holiday,1875686.4399999997
1976,1976,14,2012-04-21,2012-04-27,4.0,190.868,8.567,A,200898,17,2012,12.0,No Holiday,1784029.95
1977,1977,14,2012-04-28,2012-05-04,3.95,190.9222,8.567,A,200898,18,2012,13.0,No Holiday,1949354.2900000003
1978,1978,14,2012-05-05,2012-05-11,3.89,190.9764,8.567,A,200898,19,2012,16.0,No Holiday,1987531.0499999993
1979,1979,14,2012-05-12,2012-05-18,3.85,190.9964,8.567,A,200898,20,2012,19.0,No Holiday,1932233.1700000002
1980,1980,14,2012-05-19,2012-05-25,3.8,191.0028,8.567,A,200898,21,2012,20.0,No Holiday,2030869.6099999992
1981,1981,14,2012-05-26,2012-06-01,3.74,191.0092,8.567,A,200898,22,2012,24.0,No Holiday,2049485.4900000007
1982,1982,14,2012-06-02,2012-06-08,3.69,191.0155,8.567,A,200898,23,2012,18.0,No Holiday,2099615.88
1983,1983,14,2012-06-09,2012-06-15,3.62,191.03,8.567,A,200898,24,2012,22.0,No Holiday,1905733.6799999997
1984,1984,14,2012-06-16,2012-06-22,3.56,191.0646,8.567,A,200898,25,2012,23.0,No Holiday,1660228.8800000004
1985,1985,14,2012-06-23,2012-06-29,3.51,191.0992,8.567,A,200898,26,2012,24.0,No Holiday,1591835.0199999998
1986,1986,14,2012-06-30,2012-07-06,3.48,191.1339,8.684,A,200898,27,2012,28.0,Independence Day,1862128.950000001
1987,1987,14,2012-07-07,2012-07-13,3.52,191.1685,8.684,A,200898,28,2012,27.0,No Holiday,1544422.3499999999
1988,1988,14,2012-07-14,2012-07-20,3.57,191.167,8.684,A,200898,29,2012,26.0,No Holiday,1553250.16
1989,1989,14,2012-07-21,2012-07-27,3.65,191.1656,8.684,A,200898,30,2012,25.0,No Holiday,1479514.6600000008
1990,1990,14,2012-07-28,2012-08-03,3.65,191.1641,8.684,A,200898,31,2012,25.0,No Holiday,1656886.4599999997
1991,1991,14,2012-08-04,2012-08-10,3.72,191.1626,8.684,A,200898,32,2012,26.0,No Holiday,1648570.03
1992,1992,14,2012-08-11,2012-08-17,3.81,191.2285,8.684,A,200898,33,2012,24.0,No Holiday,1660433.299999999
1993,1993,14,2012-08-18,2012-08-24,3.83,191.3449,8.684,A,200898,34,2012,23.0,No Holiday,1621841.3299999994
1994,1994,14,2012-08-25,2012-08-31,3.87,191.4613,8.684,A,200898,35,2012,24.0,No Holiday,1613342.1899999995
1995,1995,14,2012-09-01,2012-09-07,3.91,191.5777,8.684,A,200898,36,2012,24.0,No Holiday,1904512.3399999999
1996,1996,14,2012-09-08,2012-09-14,3.95,191.6998,8.684,A,200898,37,2012,20.0,No Holiday,1554794.2200000002
1997,1997,14,2012-09-15,2012-09-21,4.04,191.8567,8.684,A,200898,38,2012,19.0,No Holiday,1565352.46
1998,1998,14,2012-09-22,2012-09-28,4.0,192.0136,8.684,A,200898,39,2012,18.0,No Holiday,1522512.2
1999,1999,14,2012-09-29,2012-10-05,3.98,192.1704,8.667,A,200898,40,2012,18.0,No Holiday,1687592.1600000001
2000,2000,14,2012-10-06,2012-10-12,4.0,192.3273,8.667,A,200898,41,2012,12.0,No Holiday,1639585.61
2001,2001,14,2012-10-13,2012-10-19,3.97,192.3309,8.667,A,200898,42,2012,14.0,No Holiday,1590274.7199999997
2002,2002,14,2012-10-20,2012-10-26,3.88,192.3089,8.667,A,200898,43,2012,15.0,No Holiday,1704357.62
2003,2003,15,2010-01-30,2010-02-05,2.95,131.5279,8.35,B,123737,5,2010,-7.0,No Holiday,652122.4400000001
2004,2004,15,2010-02-06,2010-02-12,2.94,131.5866,8.35,B,123737,6,2010,-6.0,No Holiday,682447.0999999999
2005,2005,15,2010-02-13,2010-02-19,2.91,131.637,8.35,B,123737,7,2010,-2.0,No Holiday,660838.7500000002
2006,2006,15,2010-02-20,2010-02-26,2.91,131.686,8.35,B,123737,8,2010,-1.0,No Holiday,564883.2
2007,2007,15,2010-02-27,2010-03-05,2.92,131.735,8.35,B,123737,9,2010,-0.0,No Holiday,605325.43
2008,2008,15,2010-03-06,2010-03-12,2.94,131.784,8.35,B,123737,10,2010,5.0,No Holiday,604173.59
2009,2009,15,2010-03-13,2010-03-19,2.96,131.8243,8.35,B,123737,11,2010,7.0,No Holiday,593710.6699999999
2010,2010,15,2010-03-20,2010-03-26,2.96,131.8631,8.35,B,123737,12,2010,4.0,No Holiday,592111.4900000001
2011,2011,15,2010-03-27,2010-04-02,2.96,131.902,8.185,B,123737,13,2010,7.0,No Holiday,718470.7100000001
2012,2012,15,2010-04-03,2010-04-09,2.99,131.9408,8.185,B,123737,14,2010,14.0,No Holiday,634605.7699999998
2013,2013,15,2010-04-10,2010-04-16,3.01,131.9809,8.185,B,123737,15,2010,10.0,No Holiday,641208.6499999998
2014,2014,15,2010-04-17,2010-04-23,3.02,132.0227,8.185,B,123737,16,2010,8.0,No Holiday,643097.6000000002
2015,2015,15,2010-04-24,2010-04-30,3.04,132.0644,8.185,B,123737,17,2010,9.0,No Holiday,570791.1099999999
2016,2016,15,2010-05-01,2010-05-07,3.1,132.1062,8.185,B,123737,18,2010,17.0,No Holiday,661348.8800000002
2017,2017,15,2010-05-08,2010-05-14,3.11,132.1521,8.185,B,123737,19,2010,8.0,No Holiday,594385.2
2018,2018,15,2010-05-15,2010-05-21,3.1,132.223,8.185,B,123737,20,2010,15.0,No Holiday,616598.1
2019,2019,15,2010-05-22,2010-05-28,3.05,132.2939,8.185,B,123737,21,2010,21.0,No Holiday,744772.8800000002
2020,2020,15,2010-05-29,2010-06-04,3.01,132.3648,8.185,B,123737,22,2010,21.0,No Holiday,693192.4999999999
2021,2021,15,2010-06-05,2010-06-11,2.97,132.4357,8.185,B,123737,23,2010,16.0,No Holiday,619337.2899999999
2022,2022,15,2010-06-12,2010-06-18,2.94,132.4733,8.185,B,123737,24,2010,19.0,No Holiday,652329.5299999998
2023,2023,15,2010-06-19,2010-06-25,2.96,132.4976,8.185,B,123737,25,2010,23.0,No Holiday,672194.0299999998
2024,2024,15,2010-06-26,2010-07-02,2.96,132.5219,8.099,B,123737,26,2010,19.0,No Holiday,709337.11
2025,2025,15,2010-07-03,2010-07-09,2.94,132.5461,8.099,B,123737,27,2010,25.0,Independence Day,691497.6200000001
2026,2026,15,2010-07-10,2010-07-16,2.93,132.5668,8.099,B,123737,28,2010,23.0,No Holiday,633203.6899999998
2027,2027,15,2010-07-17,2010-07-23,2.92,132.5826,8.099,B,123737,29,2010,23.0,No Holiday,598553.43
2028,2028,15,2010-07-24,2010-07-30,2.93,132.5984,8.099,B,123737,30,2010,22.0,No Holiday,619224.0600000002
2029,2029,15,2010-07-31,2010-08-06,2.94,132.6142,8.099,B,123737,31,2010,23.0,No Holiday,639651.2399999999
2030,2030,15,2010-08-07,2010-08-13,2.92,132.63,8.099,B,123737,32,2010,22.0,No Holiday,622437.0800000001
2031,2031,15,2010-08-14,2010-08-20,2.91,132.6616,8.099,B,123737,33,2010,22.0,No Holiday,637090.44
2032,2032,15,2010-08-21,2010-08-27,2.88,132.6932,8.099,B,123737,34,2010,18.0,No Holiday,649791.1500000001
2033,2033,15,2010-08-28,2010-09-03,2.86,132.7248,8.099,B,123737,35,2010,23.0,No Holiday,638647.2100000001
2034,2034,15,2010-09-04,2010-09-10,2.84,132.7565,8.099,B,123737,36,2010,17.0,No Holiday,641965.2000000001
2035,2035,15,2010-09-11,2010-09-17,2.85,132.7671,8.099,B,123737,37,2010,14.0,No Holiday,583210.87
2036,2036,15,2010-09-18,2010-09-24,2.84,132.7619,8.099,B,123737,38,2010,17.0,No Holiday,548542.4699999999
2037,2037,15,2010-09-25,2010-10-01,2.84,132.7568,8.067,B,123737,39,2010,15.0,No Holiday,566945.9500000002
2038,2038,15,2010-10-02,2010-10-08,2.9,132.7517,8.067,B,123737,40,2010,11.0,No Holiday,591603.7899999999
2039,2039,15,2010-10-09,2010-10-15,3.0,132.7634,8.067,B,123737,41,2010,10.0,No Holiday,577011.2599999999
2040,2040,15,2010-10-16,2010-10-22,3.05,132.8171,8.067,B,123737,42,2010,8.0,No Holiday,600395.7300000001
2041,2041,15,2010-10-23,2010-10-29,3.06,132.8708,8.067,B,123737,43,2010,13.0,No Holiday,598301.4999999998
2042,2042,15,2010-10-30,2010-11-05,3.05,132.9246,8.067,B,123737,44,2010,5.0,No Holiday,612987.64
2043,2043,15,2010-11-06,2010-11-12,3.06,132.9783,8.067,B,123737,45,2010,4.0,No Holiday,619639.74
2044,2044,15,2010-11-13,2010-11-19,3.14,132.9172,8.067,B,123737,46,2010,7.0,No Holiday,608200.81
2045,2045,15,2010-11-20,2010-11-26,3.19,132.8369,8.067,B,123737,47,2010,5.0,Thanksgiving Day,1120018.9200000002
2046,2046,15,2010-11-27,2010-12-03,3.2,132.7567,8.067,B,123737,48,2010,2.0,No Holiday,754134.9500000002
2047,2047,15,2010-12-04,2010-12-10,3.26,132.6764,8.067,B,123737,49,2010,-4.0,No Holiday,847294.0399999998
2048,2048,15,2010-12-11,2010-12-17,3.3,132.6805,8.067,B,123737,50,2010,-4.0,No Holiday,983825.15
2049,2049,15,2010-12-18,2010-12-24,3.31,132.7477,8.067,B,123737,51,2010,-4.0,Christmas,1368318.17
2050,2050,15,2010-12-25,2010-12-31,3.34,132.815,8.067,B,123737,52,2010,-3.0,Christmas,543754.1699999999
2051,2051,15,2011-01-01,2011-01-07,3.35,132.8823,7.771,B,123737,1,2011,-1.0,New Year's Day,509640.77000000014
2052,2052,15,2011-01-08,2011-01-14,3.37,132.9511,7.771,B,123737,2,2011,-7.0,No Holiday,479424.2
2053,2053,15,2011-01-15,2011-01-21,3.39,133.0285,7.771,B,123737,3,2011,-6.0,No Holiday,487311.0299999999
2054,2054,15,2011-01-22,2011-01-28,3.4,133.106,7.771,B,123737,4,2011,-7.0,No Holiday,481119.6
2055,2055,15,2011-01-29,2011-02-04,3.4,133.1834,7.771,B,123737,5,2011,-6.0,No Holiday,556550.8500000003
2056,2056,15,2011-02-05,2011-02-11,3.42,133.2609,7.771,B,123737,6,2011,-6.0,No Holiday,582864.3500000002
2057,2057,15,2011-02-12,2011-02-18,3.42,133.3701,7.771,B,123737,7,2011,1.0,No Holiday,649993.5000000002
2058,2058,15,2011-02-19,2011-02-25,3.45,133.4921,7.771,B,123737,8,2011,-6.0,No Holiday,547564.09
2059,2059,15,2011-02-26,2011-03-04,3.6,133.6141,7.771,B,123737,9,2011,-2.0,No Holiday,573374.49
2060,2060,15,2011-03-05,2011-03-11,3.75,133.7361,7.771,B,123737,10,2011,1.0,No Holiday,537035.2800000001
2061,2061,15,2011-03-12,2011-03-18,3.8,133.8492,7.771,B,123737,11,2011,5.0,No Holiday,551553.9900000001
2062,2062,15,2011-03-19,2011-03-25,3.79,133.9587,7.771,B,123737,12,2011,-0.0,No Holiday,527389.28
2063,2063,15,2011-03-26,2011-04-01,3.81,134.0683,7.6579999999999995,B,123737,13,2011,-1.0,No Holiday,542556.05
2064,2064,15,2011-04-02,2011-04-08,3.9,134.1778,7.6579999999999995,B,123737,14,2011,5.0,No Holiday,587370.81
2065,2065,15,2011-04-09,2011-04-15,3.98,134.2785,7.6579999999999995,B,123737,15,2011,9.0,No Holiday,607691.3600000002
2066,2066,15,2011-04-16,2011-04-22,4.06,134.3571,7.6579999999999995,B,123737,16,2011,5.0,No Holiday,655318.2600000001
2067,2067,15,2011-04-23,2011-04-29,4.12,134.4357,7.6579999999999995,B,123737,17,2011,13.0,No Holiday,560764.4100000001
2068,2068,15,2011-04-30,2011-05-06,4.19,134.5144,7.6579999999999995,B,123737,18,2011,10.0,No Holiday,630522.6699999999
2069,2069,15,2011-05-07,2011-05-13,4.21,134.593,7.6579999999999995,B,123737,19,2011,14.0,No Holiday,630482.9099999998
2070,2070,15,2011-05-14,2011-05-20,4.2,134.6804,7.6579999999999995,B,123737,20,2011,14.0,No Holiday,593941.8999999999
2071,2071,15,2011-05-21,2011-05-27,4.13,134.7678,7.6579999999999995,B,123737,21,2011,19.0,No Holiday,636193.2400000002
2072,2072,15,2011-05-28,2011-06-03,4.07,134.8552,7.6579999999999995,B,123737,22,2011,21.0,No Holiday,695396.1900000002
2073,2073,15,2011-06-04,2011-06-10,4.03,134.9425,7.6579999999999995,B,123737,23,2011,21.0,No Holiday,642679.8099999999
2074,2074,15,2011-06-11,2011-06-17,3.99,135.0837,7.6579999999999995,B,123737,24,2011,18.0,No Holiday,639928.8499999999
2075,2075,15,2011-06-18,2011-06-24,3.96,135.2653,7.6579999999999995,B,123737,25,2011,21.0,No Holiday,656594.9499999998
2076,2076,15,2011-06-25,2011-07-01,3.92,135.4468,7.806,B,123737,26,2011,20.0,No Holiday,674669.16
2077,2077,15,2011-07-02,2011-07-08,3.89,135.6283,7.806,B,123737,27,2011,23.0,Independence Day,635118.48
2078,2078,15,2011-07-09,2011-07-15,3.92,135.7837,7.806,B,123737,28,2011,23.0,No Holiday,624114.5600000004
2079,2079,15,2011-07-16,2011-07-22,3.97,135.8738,7.806,B,123737,29,2011,27.0,No Holiday,607475.44
2080,2080,15,2011-07-23,2011-07-29,4.0,135.9639,7.806,B,123737,30,2011,24.0,No Holiday,577511.0199999998
2081,2081,15,2011-07-30,2011-08-05,4.02,136.054,7.806,B,123737,31,2011,23.0,No Holiday,607961.2100000002
2082,2082,15,2011-08-06,2011-08-12,4.0,136.1441,7.806,B,123737,32,2011,21.0,No Holiday,590836.3700000001
2083,2083,15,2011-08-13,2011-08-19,3.94,136.1831,7.806,B,123737,33,2011,21.0,No Holiday,599488.98
2084,2084,15,2011-08-20,2011-08-26,3.91,136.2136,7.806,B,123737,34,2011,21.0,No Holiday,605413.1699999998
2085,2085,15,2011-08-27,2011-09-02,3.88,136.2441,7.806,B,123737,35,2011,20.0,No Holiday,649159.6799999998
2086,2086,15,2011-09-03,2011-09-09,3.93,136.2746,7.806,B,123737,36,2011,20.0,No Holiday,607593.51
2087,2087,15,2011-09-10,2011-09-16,3.94,136.3145,7.806,B,123737,37,2011,17.0,No Holiday,545052.3400000001
2088,2088,15,2011-09-17,2011-09-23,3.9,136.367,7.806,B,123737,38,2011,15.0,No Holiday,545570.8599999999
2089,2089,15,2011-09-24,2011-09-30,3.86,136.4195,7.806,B,123737,39,2011,18.0,No Holiday,521297.3100000002
2090,2090,15,2011-10-01,2011-10-07,3.78,136.472,7.8660000000000005,B,123737,40,2011,11.0,No Holiday,579068.8799999999
2091,2091,15,2011-10-08,2011-10-14,3.74,136.5151,7.8660000000000005,B,123737,41,2011,16.0,No Holiday,537300.9399999998
2092,2092,15,2011-10-15,2011-10-21,3.76,136.5018,7.8660000000000005,B,123737,42,2011,11.0,No Holiday,603318.8900000001
2093,2093,15,2011-10-22,2011-10-28,3.76,136.4885,7.8660000000000005,B,123737,43,2011,8.0,No Holiday,589842.69
2094,2094,15,2011-10-29,2011-11-04,3.74,136.4751,7.8660000000000005,B,123737,44,2011,6.0,No Holiday,615121.7800000001
2095,2095,15,2011-11-05,2011-11-11,3.72,136.4618,7.8660000000000005,B,123737,45,2011,8.0,No Holiday,618949.82
2096,2096,15,2011-11-12,2011-11-18,3.72,136.4667,7.8660000000000005,B,123737,46,2011,8.0,No Holiday,597856.51
2097,2097,15,2011-11-19,2011-11-25,3.69,136.4788,7.8660000000000005,B,123737,47,2011,5.0,Thanksgiving Day,1066478.1
2098,2098,15,2011-11-26,2011-12-02,3.67,136.4909,7.8660000000000005,B,123737,48,2011,8.0,No Holiday,699028.6599999999
2099,2099,15,2011-12-03,2011-12-09,3.63,136.5031,7.8660000000000005,B,123737,49,2011,4.0,No Holiday,764565.5500000002
2100,2100,15,2011-12-10,2011-12-16,3.61,136.5335,7.8660000000000005,B,123737,50,2011,2.0,No Holiday,870415.49
2101,2101,15,2011-12-17,2011-12-23,3.59,136.5884,7.8660000000000005,B,123737,51,2011,2.0,No Holiday,1182691.8699999996
2102,2102,15,2011-12-24,2011-12-30,3.57,136.6433,7.8660000000000005,B,123737,52,2011,-0.0,Christmas,603460.7899999999
2103,2103,15,2011-12-31,2012-01-06,3.58,136.6981,7.943,B,123737,1,2012,-1.0,New Year's Day,516087.65000000014
2104,2104,15,2012-01-07,2012-01-13,3.67,136.753,7.943,B,123737,2,2012,2.0,No Holiday,454183.4200000001
2105,2105,15,2012-01-14,2012-01-20,3.7,136.8564,7.943,B,123737,3,2012,-6.0,No Holiday,492721.85000000015
2106,2106,15,2012-01-21,2012-01-27,3.74,136.9598,7.943,B,123737,4,2012,-1.0,No Holiday,466045.6299999999
2107,2107,15,2012-01-28,2012-02-03,3.8,137.0633,7.943,B,123737,5,2012,2.0,No Holiday,523831.6400000001
2108,2108,15,2012-02-04,2012-02-10,3.83,137.1667,7.943,B,123737,6,2012,-0.0,No Holiday,628218.2200000001
2109,2109,15,2012-02-11,2012-02-17,3.87,137.2583,7.943,B,123737,7,2012,-1.0,No Holiday,598502.8299999998
