Unnamed: 0,ID,Store,Start_of_Week,Week_Date,Fuel_Price,CPI,Unemployment,Type,Size,Week,Year,Temperature_C,Holiday_Name,Weekly_Sales,Ave_Sales,Label
1491,1491,11,2011-04-02,2011-04-08,3.62,218.4554,7.574,A,207499,14,2011,23.0,No Holiday,1327401.06,1356383.124475524,Below
1492,1492,11,2011-04-09,2011-04-15,3.74,218.6789,7.574,A,207499,15,2011,25.0,No Holiday,1312905.7999999998,1356383.124475524,Below
1493,1493,11,2011-04-16,2011-04-22,3.81,218.8512,7.574,A,207499,16,2011,26.0,No Holiday,1388118.5299999993,1356383.124475524,Above
1494,1494,11,2011-04-23,2011-04-29,3.81,219.0236,7.574,A,207499,17,2011,27.0,No Holiday,1357589.8899999994,1356383.124475524,Above
1495,1495,11,2011-04-30,2011-05-06,3.91,219.196,7.574,A,207499,18,2011,22.0,No Holiday,1331453.4100000004,1356383.124475524,Below
1496,1496,11,2011-05-07,2011-05-13,3.9,219.3684,7.574,A,207499,19,2011,27.0,No Holiday,1277959.4200000002,1356383.124475524,Below
1497,1497,11,2011-05-14,2011-05-20,3.91,219.1272,7.574,A,207499,20,2011,25.0,No Holiday,1239466.9699999995,1356383.124475524,Below
1498,1498,11,2011-05-21,2011-05-27,3.79,218.8861,7.574,A,207499,21,2011,30.0,No Holiday,1216876.5199999996,1356383.124475524,Below
1499,1499,11,2011-05-28,2011-06-03,3.7,218.6449,7.574,A,207499,22,2011,30.0,No Holiday,1343637.0000000002,1356383.124475524,Below
1500,1500,11,2011-06-04,2011-06-10,3.65,218.4038,7.574,A,207499,23,2011,30.0,No Holiday,1314626.7500000002,1356383.124475524,Below
1501,1501,11,2011-06-11,2011-06-17,3.64,218.3552,7.574,A,207499,24,2011,31.0,No Holiday,1337506.7399999998,1356383.124475524,Below
1502,1502,11,2011-06-18,2011-06-24,3.59,218.4509,7.574,A,207499,25,2011,30.0,No Holiday,1254587.84,1356383.124475524,Below
1503,1503,11,2011-06-25,2011-07-01,3.52,218.5467,7.567,A,207499,26,2011,30.0,No Holiday,1297472.0600000005,1356383.124475524,Below
1504,1504,11,2011-07-02,2011-07-08,3.48,218.6425,7.567,A,207499,27,2011,31.0,Independence Day,1334627.9600000014,1356383.124475524,Below
1505,1505,11,2011-07-09,2011-07-15,3.58,218.7275,7.567,A,207499,28,2011,31.0,No Holiday,1266546.7299999995,1356383.124475524,Below
1506,1506,11,2011-07-16,2011-07-22,3.65,218.7858,7.567,A,207499,29,2011,31.0,No Holiday,1290576.4400000002,1356383.124475524,Below
1507,1507,11,2011-07-23,2011-07-29,3.68,218.8441,7.567,A,207499,30,2011,32.0,No Holiday,1212938.6700000004,1356383.124475524,Below
1508,1508,11,2011-07-30,2011-08-05,3.68,218.9023,7.567,A,207499,31,2011,32.0,No Holiday,1403198.94,1356383.124475524,Above
1509,1509,11,2011-08-06,2011-08-12,3.64,218.9606,7.567,A,207499,32,2011,32.0,No Holiday,1354188.4300000004,1356383.124475524,Below
1510,1510,11,2011-08-13,2011-08-19,3.55,219.0233,7.567,A,207499,33,2011,32.0,No Holiday,1484169.7399999998,1356383.124475524,Above
1511,1511,11,2011-08-20,2011-08-26,3.52,219.0867,7.567,A,207499,34,2011,32.0,No Holiday,1304706.7499999998,1356383.124475524,Below
1512,1512,11,2011-08-27,2011-09-02,3.53,219.1501,7.567,A,207499,35,2011,33.0,No Holiday,1297792.41,1356383.124475524,Below
1513,1513,11,2011-09-03,2011-09-09,3.55,219.2135,7.567,A,207499,36,2011,29.0,No Holiday,1249439.95,1356383.124475524,Below
1514,1514,11,2011-09-10,2011-09-16,3.53,219.3973,7.567,A,207499,37,2011,30.0,No Holiday,1270816.01,1356383.124475524,Below
1515,1515,11,2011-09-17,2011-09-23,3.47,219.7415,7.567,A,207499,38,2011,28.0,No Holiday,1235775.1499999994,1356383.124475524,Below
1516,1516,11,2011-09-24,2011-09-30,3.36,220.0857,7.567,A,207499,39,2011,29.0,No Holiday,1190515.83,1356383.124475524,Below
1517,1517,11,2011-10-01,2011-10-07,3.28,220.4299,7.197,A,207499,40,2011,25.0,No Holiday,1346271.06,1356383.124475524,Below
1518,1518,11,2011-10-08,2011-10-14,3.27,220.7486,7.197,A,207499,41,2011,24.0,No Holiday,1286388.9600000002,1356383.124475524,Below
1519,1519,11,2011-10-15,2011-10-21,3.35,220.9144,7.197,A,207499,42,2011,22.0,No Holiday,1325107.5299999998,1356383.124475524,Below
1520,1520,11,2011-10-22,2011-10-28,3.37,221.0802,7.197,A,207499,43,2011,23.0,No Holiday,1310684.1,1356383.124475524,Below
1521,1521,11,2011-10-29,2011-11-04,3.33,221.24599999999998,7.197,A,207499,44,2011,16.0,No Holiday,1458287.3799999997,1356383.124475524,Above
1522,1522,11,2011-11-05,2011-11-11,3.3,221.4118,7.197,A,207499,45,2011,18.0,No Holiday,1366053.6900000004,1356383.124475524,Above
1523,1523,11,2011-11-12,2011-11-18,3.31,221.6433,7.197,A,207499,46,2011,19.0,No Holiday,1315091.63,1356383.124475524,Below
1524,1524,11,2011-11-19,2011-11-25,3.24,221.9011,7.197,A,207499,47,2011,21.0,Thanksgiving Day,1848953.48,1356383.124475524,Above
1525,1525,11,2011-11-26,2011-12-02,3.17,222.15900000000002,7.197,A,207499,48,2011,14.0,No Holiday,1399322.4400000002,1356383.124475524,Above
1526,1526,11,2011-12-03,2011-12-09,3.16,222.4168,7.197,A,207499,49,2011,10.0,No Holiday,1646655.9400000004,1356383.124475524,Above
1527,1527,11,2011-12-10,2011-12-16,3.16,222.6426,7.197,A,207499,50,2011,15.0,No Holiday,1783910.0599999996,1356383.124475524,Above
1528,1528,11,2011-12-17,2011-12-23,3.11,222.8259,7.197,A,207499,51,2011,12.0,No Holiday,2213518.4999999995,1356383.124475524,Above
1529,1529,11,2011-12-24,2011-12-30,3.13,223.0091,7.197,A,207499,52,2011,9.0,Christmas,1352084.21,1356383.124475524,Below
1530,1530,11,2011-12-31,2012-01-06,3.16,223.1923,6.832999999999998,A,207499,1,2012,12.0,New Year's Day,1283885.5499999998,1356383.124475524,Below
1531,1531,11,2012-01-07,2012-01-13,3.26,223.3755,6.832999999999998,A,207499,2,2012,12.0,No Holiday,1264736.59,1356383.124475524,Below
1532,1532,11,2012-01-14,2012-01-20,3.27,223.4701,6.832999999999998,A,207499,3,2012,14.0,No Holiday,1207303.29,1356383.124475524,Below
1533,1533,11,2012-01-21,2012-01-27,3.29,223.5646,6.832999999999998,A,207499,4,2012,15.0,No Holiday,1162675.85,1356383.124475524,Below
1534,1534,11,2012-01-28,2012-02-03,3.36,223.6591,6.832999999999998,A,207499,5,2012,16.0,No Holiday,1376732.1800000002,1356383.124475524,Above
1535,1535,11,2012-02-04,2012-02-10,3.41,223.7536,6.832999999999998,A,207499,6,2012,11.0,No Holiday,1574287.7599999998,1356383.124475524,Above
1536,1536,11,2012-02-11,2012-02-17,3.51,223.917,6.832999999999998,A,207499,7,2012,12.0,No Holiday,1569607.9400000004,1356383.124475524,Above
1537,1537,11,2012-02-18,2012-02-24,3.56,224.132,6.832999999999998,A,207499,8,2012,16.0,No Holiday,1379473.03,1356383.124475524,Above
1538,1538,11,2012-02-25,2012-03-02,3.63,224.347,6.832999999999998,A,207499,9,2012,17.0,No Holiday,1438383.44,1356383.124475524,Above
1539,1539,11,2012-03-03,2012-03-09,3.67,224.562,6.832999999999998,A,207499,10,2012,16.0,No Holiday,1413382.7599999998,1356383.124475524,Above
1540,1540,11,2012-03-10,2012-03-16,3.73,224.7167,6.832999999999998,A,207499,11,2012,18.0,No Holiday,1441884.280000001,1356383.124475524,Above
1541,1541,11,2012-03-17,2012-03-23,3.79,224.7909,6.832999999999998,A,207499,12,2012,20.0,No Holiday,1300593.61,1356383.124475524,Below
1542,1542,11,2012-03-24,2012-03-30,3.84,224.8651,6.832999999999998,A,207499,13,2012,21.0,No Holiday,1300104.0299999993,1356383.124475524,Below
1543,1543,11,2012-03-31,2012-04-06,3.89,224.9393,6.664,A,207499,14,2012,23.0,No Holiday,1596325.0100000002,1356383.124475524,Above
1544,1544,11,2012-04-07,2012-04-13,3.89,225.0136,6.664,A,207499,15,2012,23.0,No Holiday,1472752.009999999,1356383.124475524,Above
1545,1545,11,2012-04-14,2012-04-20,3.88,225.06900000000002,6.664,A,207499,16,2012,22.0,No Holiday,1315356.9899999995,1356383.124475524,Below
1546,1546,11,2012-04-21,2012-04-27,3.81,225.1244,6.664,A,207499,17,2012,23.0,No Holiday,1236238.2900000005,1356383.124475524,Below
1547,1547,11,2012-04-28,2012-05-04,3.75,225.1798,6.664,A,207499,18,2012,26.0,No Holiday,1370251.22,1356383.124475524,Above
1548,1548,11,2012-05-05,2012-05-11,3.69,225.2351,6.664,A,207499,19,2012,24.0,No Holiday,1300147.0699999996,1356383.124475524,Below
1549,1549,11,2012-05-12,2012-05-18,3.63,225.2512,6.664,A,207499,20,2012,23.0,No Holiday,1352442.3099999998,1356383.124475524,Below
1550,1550,11,2012-05-19,2012-05-25,3.56,225.2515,6.664,A,207499,21,2012,26.0,No Holiday,1297335.8699999996,1356383.124475524,Below
1551,1551,11,2012-05-26,2012-06-01,3.5,225.2518,6.664,A,207499,22,2012,28.0,No Holiday,1361595.3299999994,1356383.124475524,Above
1552,1552,11,2012-06-02,2012-06-08,3.45,225.2521,6.664,A,207499,23,2012,28.0,No Holiday,1414343.5299999998,1356383.124475524,Above
1553,1553,11,2012-06-09,2012-06-15,3.39,225.2645,6.664,A,207499,24,2012,29.0,No Holiday,1417875.42,1356383.124475524,Above
1554,1554,11,2012-06-16,2012-06-22,3.35,225.3069,6.664,A,207499,25,2012,28.0,No Holiday,1355680.3000000005,1356383.124475524,Below
1555,1555,11,2012-06-23,2012-06-29,3.29,225.3492,6.664,A,207499,26,2012,31.0,No Holiday,1297028.6,1356383.124475524,Below
1556,1556,11,2012-06-30,2012-07-06,3.23,225.3916,6.334,A,207499,27,2012,29.0,Independence Day,1461129.9400000004,1356383.124475524,Above
1557,1557,11,2012-07-07,2012-07-13,3.26,225.43400000000003,6.334,A,207499,28,2012,28.0,No Holiday,1320239.5099999998,1356383.124475524,Below
1558,1558,11,2012-07-14,2012-07-20,3.31,225.4439,6.334,A,207499,29,2012,28.0,No Holiday,1344483.8099999996,1356383.124475524,Below
1559,1559,11,2012-07-21,2012-07-27,3.41,225.4538,6.334,A,207499,30,2012,30.0,No Holiday,1272395.02,1356383.124475524,Below
1560,1560,11,2012-07-28,2012-08-03,3.42,225.4636,6.334,A,207499,31,2012,31.0,No Holiday,1399341.0700000008,1356383.124475524,Above
1561,1561,11,2012-08-04,2012-08-10,3.49,225.4735,6.334,A,207499,32,2012,30.0,No Holiday,1388973.6499999994,1356383.124475524,Above
1562,1562,11,2012-08-11,2012-08-17,3.57,225.5559,6.334,A,207499,33,2012,31.0,No Holiday,1421307.2000000004,1356383.124475524,Above
1563,1563,11,2012-08-18,2012-08-24,3.62,225.6926,6.334,A,207499,34,2012,28.0,No Holiday,1409515.7300000002,1356383.124475524,Above
1564,1564,11,2012-08-25,2012-08-31,3.64,225.8293,6.334,A,207499,35,2012,30.0,No Holiday,1372872.3500000006,1356383.124475524,Above
1565,1565,11,2012-09-01,2012-09-07,3.73,225.96599999999998,6.334,A,207499,36,2012,30.0,No Holiday,1304584.3999999994,1356383.124475524,Below
1566,1566,11,2012-09-08,2012-09-14,3.72,226.1122,6.334,A,207499,37,2012,26.0,No Holiday,1267675.0499999998,1356383.124475524,Below
1567,1567,11,2012-09-15,2012-09-21,3.72,226.3151,6.334,A,207499,38,2012,23.0,No Holiday,1326132.98,1356383.124475524,Below
1568,1568,11,2012-09-22,2012-09-28,3.67,226.5181,6.334,A,207499,39,2012,25.0,No Holiday,1227430.73,1356383.124475524,Below
1569,1569,11,2012-09-29,2012-10-05,3.62,226.72099999999998,6.034,A,207499,40,2012,23.0,No Holiday,1422794.26,1356383.124475524,Above
1570,1570,11,2012-10-06,2012-10-12,3.6,226.924,6.034,A,207499,41,2012,21.0,No Holiday,1311965.09,1356383.124475524,Below
1571,1571,11,2012-10-13,2012-10-19,3.59,226.9688,6.034,A,207499,42,2012,23.0,No Holiday,1232073.1800000004,1356383.124475524,Below
1572,1572,11,2012-10-20,2012-10-26,3.51,226.9874,6.034,A,207499,43,2012,23.0,No Holiday,1200729.4500000004,1356383.124475524,Below
1573,1573,12,2010-01-30,2010-02-05,2.96,126.4421,13.975,B,112238,5,2010,10.0,No Holiday,1100046.37,1009001.6094405593,Above
1574,1574,12,2010-02-06,2010-02-12,2.95,126.4963,13.975,B,112238,6,2010,9.0,No Holiday,1117863.3299999998,1009001.6094405593,Above
1575,1575,12,2010-02-13,2010-02-19,2.92,126.5263,13.975,B,112238,7,2010,13.0,No Holiday,1095421.6499999992,1009001.6094405593,Above
1576,1576,12,2010-02-20,2010-02-26,2.82,126.5523,13.975,B,112238,8,2010,10.0,No Holiday,1048617.1700000002,1009001.6094405593,Above
1577,1577,12,2010-02-27,2010-03-05,2.99,126.5783,13.975,B,112238,9,2010,12.0,No Holiday,1077018.2700000005,1009001.6094405593,Above
1578,1578,12,2010-03-06,2010-03-12,2.92,126.6043,13.975,B,112238,10,2010,10.0,No Holiday,985594.23,1009001.6094405593,Below
1579,1579,12,2010-03-13,2010-03-19,3.05,126.6066,13.975,B,112238,11,2010,15.0,No Holiday,972088.34,1009001.6094405593,Below
1580,1580,12,2010-03-20,2010-03-26,3.08,126.6051,13.975,B,112238,12,2010,16.0,No Holiday,981615.8099999995,1009001.6094405593,Below
1581,1581,12,2010-03-27,2010-04-02,3.09,126.6035,14.099,B,112238,13,2010,15.0,No Holiday,1011822.3000000002,1009001.6094405593,Above
1582,1582,12,2010-04-03,2010-04-09,3.09,126.6019,14.099,B,112238,14,2010,15.0,No Holiday,1041238.87,1009001.6094405593,Above
1583,1583,12,2010-04-10,2010-04-16,3.11,126.5621,14.099,B,112238,15,2010,18.0,No Holiday,957997.52,1009001.6094405593,Below
1584,1584,12,2010-04-17,2010-04-23,3.05,126.4713,14.099,B,112238,16,2010,18.0,No Holiday,993833.4400000002,1009001.6094405593,Below
1585,1585,12,2010-04-24,2010-04-30,3.1,126.3806,14.099,B,112238,17,2010,20.0,No Holiday,954220.22,1009001.6094405593,Below
1586,1586,12,2010-05-01,2010-05-07,3.13,126.2898,14.099,B,112238,18,2010,21.0,No Holiday,1043240.27,1009001.6094405593,Above
1587,1587,12,2010-05-08,2010-05-14,3.14,126.2085,14.099,B,112238,19,2010,20.0,No Holiday,966054.9700000002,1009001.6094405593,Below
1588,1588,12,2010-05-15,2010-05-21,3.12,126.1844,14.099,B,112238,20,2010,25.0,No Holiday,958374.5600000002,1009001.6094405593,Below
1589,1589,12,2010-05-22,2010-05-28,3.06,126.1602,14.099,B,112238,21,2010,20.0,No Holiday,955451.1599999996,1009001.6094405593,Below
1590,1590,12,2010-05-29,2010-06-04,2.94,126.1361,14.099,B,112238,22,2010,27.0,No Holiday,1049357.36,1009001.6094405593,Above
1591,1591,12,2010-06-05,2010-06-11,2.95,126.1119,14.099,B,112238,23,2010,33.0,No Holiday,1016039.7099999998,1009001.6094405593,Above
1592,1592,12,2010-06-12,2010-06-18,3.04,126.11399999999999,14.099,B,112238,24,2010,27.0,No Holiday,956211.2,1009001.6094405593,Below
1593,1593,12,2010-06-19,2010-06-25,3.08,126.1266,14.099,B,112238,25,2010,31.0,No Holiday,958007.69,1009001.6094405593,Below
1594,1594,12,2010-06-26,2010-07-02,3.1,126.1392,14.18,B,112238,26,2010,33.0,No Holiday,951957.3099999998,1009001.6094405593,Below
1595,1595,12,2010-07-03,2010-07-09,3.1,126.1518,14.18,B,112238,27,2010,32.0,Independence Day,943506.2799999998,1009001.6094405593,Below
1596,1596,12,2010-07-10,2010-07-16,3.09,126.1498,14.18,B,112238,28,2010,36.0,No Holiday,916402.76,1009001.6094405593,Below
1597,1597,12,2010-07-17,2010-07-23,3.11,126.1284,14.18,B,112238,29,2010,37.0,No Holiday,912403.67,1009001.6094405593,Below
1598,1598,12,2010-07-24,2010-07-30,3.02,126.1069,14.18,B,112238,30,2010,36.0,No Holiday,913548.25,1009001.6094405593,Below
1599,1599,12,2010-07-31,2010-08-06,3.12,126.0855,14.18,B,112238,31,2010,34.0,No Holiday,967576.95,1009001.6094405593,Below
1600,1600,12,2010-08-07,2010-08-13,3.16,126.064,14.18,B,112238,32,2010,31.0,No Holiday,928264.4,1009001.6094405593,Below
1601,1601,12,2010-08-14,2010-08-20,3.04,126.0766,14.18,B,112238,33,2010,34.0,No Holiday,948447.3399999995,1009001.6094405593,Below
1602,1602,12,2010-08-21,2010-08-27,3.13,126.0893,14.18,B,112238,34,2010,34.0,No Holiday,1004516.4599999998,1009001.6094405593,Below
1603,1603,12,2010-08-28,2010-09-03,3.09,126.1019,14.18,B,112238,35,2010,28.0,No Holiday,1075758.5500000005,1009001.6094405593,Above
1604,1604,12,2010-09-04,2010-09-10,3.04,126.1146,14.18,B,112238,36,2010,29.0,No Holiday,903119.0300000005,1009001.6094405593,Below
1605,1605,12,2010-09-11,2010-09-17,3.03,126.1455,14.18,B,112238,37,2010,28.0,No Holiday,852882.6099999995,1009001.6094405593,Below
1606,1606,12,2010-09-18,2010-09-24,2.94,126.19,14.18,B,112238,38,2010,28.0,No Holiday,851919.3400000003,1009001.6094405593,Below
1607,1607,12,2010-09-25,2010-10-01,3.0,126.2346,14.313,B,112238,39,2010,30.0,No Holiday,850936.2599999999,1009001.6094405593,Below
1608,1608,12,2010-10-02,2010-10-08,3.01,126.2792,14.313,B,112238,40,2010,22.0,No Holiday,918335.68,1009001.6094405593,Below
1609,1609,12,2010-10-09,2010-10-15,2.98,126.3267,14.313,B,112238,41,2010,24.0,No Holiday,862419.8400000002,1009001.6094405593,Below
1610,1610,12,2010-10-16,2010-10-22,3.01,126.3815,14.313,B,112238,42,2010,20.0,No Holiday,857883.4600000002,1009001.6094405593,Below
1611,1611,12,2010-10-23,2010-10-29,3.02,126.4364,14.313,B,112238,43,2010,16.0,No Holiday,955294.6999999995,1009001.6094405593,Below
1612,1612,12,2010-10-30,2010-11-05,3.13,126.4913,14.313,B,112238,44,2010,19.0,No Holiday,929690.7099999995,1009001.6094405593,Below
1613,1613,12,2010-11-06,2010-11-12,3.13,126.5462,14.313,B,112238,45,2010,14.0,No Holiday,942475.24,1009001.6094405593,Below
1614,1614,12,2010-11-13,2010-11-19,3.16,126.6072,14.313,B,112238,46,2010,15.0,No Holiday,894493.6999999998,1009001.6094405593,Below
1615,1615,12,2010-11-20,2010-11-26,3.16,126.6693,14.313,B,112238,47,2010,9.0,Thanksgiving Day,1601377.4100000006,1009001.6094405593,Above
1616,1616,12,2010-11-27,2010-12-03,3.04,126.7313,14.313,B,112238,48,2010,6.0,No Holiday,1069533.1699999995,1009001.6094405593,Above
1617,1617,12,2010-12-04,2010-12-10,3.2,126.7934,14.313,B,112238,49,2010,10.0,No Holiday,1121934.1499999994,1009001.6094405593,Above
1618,1618,12,2010-12-11,2010-12-17,3.24,126.8795,14.313,B,112238,50,2010,12.0,No Holiday,1295605.35,1009001.6094405593,Above
1619,1619,12,2010-12-18,2010-12-24,3.24,126.9836,14.313,B,112238,51,2010,11.0,Christmas,1768249.8899999994,1009001.6094405593,Above
1620,1620,12,2010-12-25,2010-12-31,3.15,127.0877,14.313,B,112238,52,2010,8.0,Christmas,891736.9100000003,1009001.6094405593,Below
1621,1621,12,2011-01-01,2011-01-07,3.29,127.1918,14.021,B,112238,1,2011,3.0,New Year's Day,910110.24,1009001.6094405593,Below
1622,1622,12,2011-01-08,2011-01-14,3.31,127.3009,14.021,B,112238,2,2011,6.0,No Holiday,812011.8000000002,1009001.6094405593,Below
1623,1623,12,2011-01-15,2011-01-21,3.22,127.4405,14.021,B,112238,3,2011,12.0,No Holiday,802105.5000000001,1009001.6094405593,Below
1624,1624,12,2011-01-22,2011-01-28,3.34,127.58,14.021,B,112238,4,2011,10.0,No Holiday,873119.06,1009001.6094405593,Below
1625,1625,12,2011-01-29,2011-02-04,3.35,127.7196,14.021,B,112238,5,2011,7.0,No Holiday,1046068.17,1009001.6094405593,Above
1626,1626,12,2011-02-05,2011-02-11,3.38,127.8591,14.021,B,112238,6,2011,11.0,No Holiday,1086421.5699999998,1009001.6094405593,Above
1627,1627,12,2011-02-12,2011-02-18,3.43,127.9952,14.021,B,112238,7,2011,12.0,No Holiday,1128485.1,1009001.6094405593,Above
1628,1628,12,2011-02-19,2011-02-25,3.53,128.13,14.021,B,112238,8,2011,9.0,No Holiday,1046203.72,1009001.6094405593,Above
1629,1629,12,2011-02-26,2011-03-04,3.67,128.2648,14.021,B,112238,9,2011,11.0,No Holiday,1085248.21,1009001.6094405593,Above
1630,1630,12,2011-03-05,2011-03-11,3.82,128.3995,14.021,B,112238,10,2011,14.0,No Holiday,997672.6200000005,1009001.6094405593,Below
1631,1631,12,2011-03-12,2011-03-18,3.69,128.5122,14.021,B,112238,11,2011,18.0,No Holiday,1009502.0100000001,1009001.6094405593,Above
1632,1632,12,2011-03-19,2011-03-25,3.91,128.6161,14.021,B,112238,12,2011,12.0,No Holiday,954107.32,1009001.6094405593,Below
1633,1633,12,2011-03-26,2011-04-01,3.77,128.7199,13.736,B,112238,13,2011,18.0,No Holiday,1005463.49,1009001.6094405593,Below
1634,1634,12,2011-04-02,2011-04-08,4.0,128.8238,13.736,B,112238,14,2011,18.0,No Holiday,998362.05,1009001.6094405593,Below
1635,1635,12,2011-04-09,2011-04-15,3.87,128.9107,13.736,B,112238,15,2011,14.0,No Holiday,990951.77,1009001.6094405593,Below
1636,1636,12,2011-04-16,2011-04-22,4.13,128.9553,13.736,B,112238,16,2011,22.0,No Holiday,1016019.4699999995,1009001.6094405593,Above
1637,1637,12,2011-04-23,2011-04-29,4.15,128.9999,13.736,B,112238,17,2011,20.0,No Holiday,994966.1,1009001.6094405593,Below
1638,1638,12,2011-04-30,2011-05-06,4.19,129.0444,13.736,B,112238,18,2011,20.0,No Holiday,1021154.48,1009001.6094405593,Above
1639,1639,12,2011-05-07,2011-05-13,4.2,129.089,13.736,B,112238,19,2011,22.0,No Holiday,977033.5,1009001.6094405593,Below
1640,1640,12,2011-05-14,2011-05-20,4.17,129.0757,13.736,B,112238,20,2011,19.0,No Holiday,924134.99,1009001.6094405593,Below
1641,1641,12,2011-05-21,2011-05-27,4.09,129.0624,13.736,B,112238,21,2011,25.0,No Holiday,964332.51,1009001.6094405593,Below
1642,1642,12,2011-05-28,2011-06-03,4.03,129.049,13.736,B,112238,22,2011,22.0,No Holiday,970328.68,1009001.6094405593,Below
1643,1643,12,2011-06-04,2011-06-10,3.98,129.0357,13.736,B,112238,23,2011,26.0,No Holiday,996937.9499999998,1009001.6094405593,Below
1644,1644,12,2011-06-11,2011-06-17,3.94,129.0432,13.736,B,112238,24,2011,30.0,No Holiday,986504.9300000002,1009001.6094405593,Below
1645,1645,12,2011-06-18,2011-06-24,3.9,129.0663,13.736,B,112238,25,2011,32.0,No Holiday,997282.7499999995,1009001.6094405593,Below
1646,1646,12,2011-06-25,2011-07-01,3.84,129.0894,13.503,B,112238,26,2011,32.0,No Holiday,961993.34,1009001.6094405593,Below
1647,1647,12,2011-07-02,2011-07-08,3.7,129.1125,13.503,B,112238,27,2011,32.0,Independence Day,943717.38,1009001.6094405593,Below
1648,1648,12,2011-07-09,2011-07-15,3.69,129.1338,13.503,B,112238,28,2011,31.0,No Holiday,936001.9799999995,1009001.6094405593,Below
1649,1649,12,2011-07-16,2011-07-22,3.79,129.1508,13.503,B,112238,29,2011,33.0,No Holiday,922231.9200000005,1009001.6094405593,Below
1650,1650,12,2011-07-23,2011-07-29,3.8,129.1677,13.503,B,112238,30,2011,34.0,No Holiday,890547.07,1009001.6094405593,Below
1651,1651,12,2011-07-30,2011-08-05,3.8,129.1846,13.503,B,112238,31,2011,33.0,No Holiday,988712.52,1009001.6094405593,Below
1652,1652,12,2011-08-06,2011-08-12,3.7,129.2016,13.503,B,112238,32,2011,33.0,No Holiday,955913.68,1009001.6094405593,Below
1653,1653,12,2011-08-13,2011-08-19,3.74,129.2406,13.503,B,112238,33,2011,33.0,No Holiday,966817.24,1009001.6094405593,Below
1654,1654,12,2011-08-20,2011-08-26,3.74,129.2833,13.503,B,112238,34,2011,35.0,No Holiday,1017593.4699999995,1009001.6094405593,Above
1655,1655,12,2011-08-27,2011-09-02,3.8,129.3259,13.503,B,112238,35,2011,34.0,No Holiday,1052051.45,1009001.6094405593,Above
1656,1656,12,2011-09-03,2011-09-09,3.91,129.3686,13.503,B,112238,36,2011,31.0,No Holiday,922850.57,1009001.6094405593,Below
1657,1657,12,2011-09-10,2011-09-16,3.92,129.4306,13.503,B,112238,37,2011,25.0,No Holiday,889290.2299999999,1009001.6094405593,Below
1658,1658,12,2011-09-17,2011-09-23,3.79,129.5183,13.503,B,112238,38,2011,28.0,No Holiday,871692.7399999995,1009001.6094405593,Below
1659,1659,12,2011-09-24,2011-09-30,3.88,129.6061,13.503,B,112238,39,2011,28.0,No Holiday,866401.45,1009001.6094405593,Below
1660,1660,12,2011-10-01,2011-10-07,3.83,129.6938,12.89,B,112238,40,2011,21.0,No Holiday,951244.66,1009001.6094405593,Below
1661,1661,12,2011-10-08,2011-10-14,3.8,129.7706,12.89,B,112238,41,2011,20.0,No Holiday,927600.01,1009001.6094405593,Below
1662,1662,12,2011-10-15,2011-10-21,3.84,129.7822,12.89,B,112238,42,2011,23.0,No Holiday,938604.58,1009001.6094405593,Below
1663,1663,12,2011-10-22,2011-10-28,3.73,129.7937,12.89,B,112238,43,2011,20.0,No Holiday,990926.38,1009001.6094405593,Below
1664,1664,12,2011-10-29,2011-11-04,3.83,129.8052,12.89,B,112238,44,2011,15.0,No Holiday,1051944.7899999998,1009001.6094405593,Above
1665,1665,12,2011-11-05,2011-11-11,3.82,129.8167,12.89,B,112238,45,2011,9.0,No Holiday,1095091.53,1009001.6094405593,Above
1666,1666,12,2011-11-12,2011-11-18,3.81,129.8268,12.89,B,112238,46,2011,12.0,No Holiday,970641.34,1009001.6094405593,Below
1667,1667,12,2011-11-19,2011-11-25,3.62,129.8364,12.89,B,112238,47,2011,12.0,Thanksgiving Day,1591920.4199999997,1009001.6094405593,Above
1668,1668,12,2011-11-26,2011-12-02,3.7,129.846,12.89,B,112238,48,2011,11.0,No Holiday,1071383.1,1009001.6094405593,Above
1669,1669,12,2011-12-03,2011-12-09,3.64,129.8555,12.89,B,112238,49,2011,6.0,No Holiday,1189646.450000001,1009001.6094405593,Above
1670,1670,12,2011-12-10,2011-12-16,3.6,129.8981,12.89,B,112238,50,2011,6.0,No Holiday,1293404.1800000004,1009001.6094405593,Above
1671,1671,12,2011-12-17,2011-12-23,3.54,129.9845,12.89,B,112238,51,2011,7.0,No Holiday,1617612.0299999998,1009001.6094405593,Above
1672,1672,12,2011-12-24,2011-12-30,3.43,130.071,12.89,B,112238,52,2011,7.0,Christmas,1111638.07,1009001.6094405593,Above
1673,1673,12,2011-12-31,2012-01-06,3.6,130.1575,12.187,B,112238,1,2012,10.0,New Year's Day,945823.65,1009001.6094405593,Below
1674,1674,12,2012-01-07,2012-01-13,3.66,130.244,12.187,B,112238,2,2012,9.0,No Holiday,865467.86,1009001.6094405593,Below
1675,1675,12,2012-01-14,2012-01-20,3.66,130.2792,12.187,B,112238,3,2012,8.0,No Holiday,855922.6399999999,1009001.6094405593,Below
1676,1676,12,2012-01-21,2012-01-27,3.68,130.3145,12.187,B,112238,4,2012,10.0,No Holiday,888203.6900000002,1009001.6094405593,Below
1677,1677,12,2012-01-28,2012-02-03,3.7,130.3497,12.187,B,112238,5,2012,10.0,No Holiday,1058767.95,1009001.6094405593,Above
