Date,Store,Fuel_Price,Pred_Fuel_Pric,CPI,Pred_CPI,Temperature_C,Pred_Temp,Unemployment,Pred_Unem,Weekly_Sales,Pred_Week_Sales,Ave_Sales,Proph_Label,Model_Label_Pred,Model_Label_Real,Real_Label
2012-09-16,11,3.72,2.392036365966164,226.3151,231.30279885235402,23.0,25.88740704997575,6.334,6.137213269755079,1326132.98,1423015.7222905469,1356383.124475524,Average,Below,Average,Average
2012-09-23,11,3.67,2.3720817459803474,226.5181,231.52051573153526,25.0,25.933100451761565,6.334,6.11263890993891,1227430.73,1423813.5485565288,1356383.124475524,Average,Below,Average,Average
2012-09-30,11,3.62,2.3521271259945307,226.72099999999998,231.73823261071647,23.0,25.978793853547387,6.034,6.08806455012274,1422794.26,1424611.3748225104,1356383.124475524,Average,Below,Average,Average
2012-10-07,11,3.6,2.332172506008713,226.924,231.9559494898978,21.0,26.02448725533321,6.034,6.0634901903065686,1311965.09,1425409.2010884918,1356383.124475524,Average,Below,Average,Average
2012-10-14,11,3.59,2.3122178860228964,226.9688,232.1736663690791,23.0,26.07018065711902,6.034,6.038915830490401,1232073.1800000004,1426207.027354474,1356383.124475524,Average,Below,Average,Average
2012-10-21,11,3.51,2.292263266037079,226.9874,232.39138324826038,23.0,26.115874058904843,6.034,6.014341470674232,1200729.4500000004,1427004.8536204558,1356383.124475524,Average,Below,Average,Average
2012-01-08,12,3.66,3.60444378838901,130.244,130.16496291658513,9.0,21.159632835510095,12.187,12.590928804020125,865467.86,1041648.3574571965,1009001.6094405593,Average,Above,Average,Average
2012-01-15,12,3.66,3.5930982201012527,130.2792,130.20611585414576,8.0,21.174293684605104,12.187,12.550262376573679,855922.6399999999,1042290.1989391808,1009001.6094405593,Average,Above,Average,Below
2012-01-22,12,3.68,3.5817526518134963,130.3145,130.24726879170635,10.0,21.1889545337001,12.187,12.509595949127235,888203.6900000002,1042932.0404211648,1009001.6094405593,Average,Average,Average,Average
2012-01-29,12,3.7,3.5704070835257395,130.3497,130.28842172926696,10.0,21.20361538279511,12.187,12.468929521680787,1058767.95,1043573.8819031487,1009001.6094405593,Average,Average,Above,Average
2012-02-05,12,3.72,3.5590615152379828,130.3849,130.32957466682757,11.0,21.218276231890112,12.187,12.428263094234344,1199330.85,1044215.723385133,1009001.6094405593,Average,Average,Above,Above
2012-02-12,12,3.78,3.547715946950225,130.4546,130.37072760438818,11.0,21.232937080985113,12.187,12.387596666787902,1240048.85,1044857.5648671172,1009001.6094405593,Average,Average,Average,Above
2012-02-19,12,3.95,3.5363703786624687,130.5502,130.4118805419488,12.0,21.247597930080122,12.187,12.346930239341454,1112034.7199999995,1045499.4063491012,1009001.6094405593,Average,Average,Average,Average
2012-02-26,12,4.18,3.525024810374711,130.6458,130.4530334795094,11.0,21.26225877917512,12.187,12.306263811895008,1147636.9599999995,1046141.2478310856,1009001.6094405593,Average,Average,Average,Average
2012-03-04,12,4.25,3.5136792420869543,130.7414,130.49418641706998,13.0,21.27691962827012,12.187,12.265597384448563,1113208.57,1046783.0893130695,1009001.6094405593,Average,Average,Above,Average
2012-03-11,12,4.27,3.502333673799197,130.8262,130.53533935463062,18.0,21.29158047736513,12.187,12.22493095700212,1088498.5199999998,1047424.9307950537,1009001.6094405593,Average,Average,Average,Average
2012-03-18,12,4.04,3.4909881055114407,130.8966,130.57649229219123,13.0,21.30624132646013,12.187,12.184264529555671,1045419.87,1048066.772277038,1009001.6094405593,Average,Average,Average,Average
2012-03-25,12,4.29,3.4796425372236834,130.9671,130.61764522975182,18.0,21.320902175555133,12.187,12.143598102109227,1025382.22,1048708.6137590222,1009001.6094405593,Average,Average,Average,Average
2012-04-01,12,4.12,3.4682969689359266,131.0375,130.65879816731243,18.0,21.33556302465014,11.627,12.102931674662782,1128765.7099999995,1049350.4552410063,1009001.6094405593,Average,Average,Above,Average
2012-04-08,12,4.25,3.4569514006481703,131.108,130.6999511048731,18.0,21.35022387374514,11.627,12.062265247216336,1083811.1899999995,1049992.2967229905,1009001.6094405593,Average,Average,Average,Average
2012-04-15,12,4.22,3.445605832360413,131.1173,130.74110404243365,19.0,21.364884722840145,11.627,12.021598819769892,1006486.9599999995,1050634.1382049746,1009001.6094405593,Average,Average,Average,Average
2012-04-22,12,4.19,3.4342602640726567,131.1267,130.78225697999426,26.0,21.379545571935147,11.627,11.980932392323446,1004252.38,1051275.9796869587,1009001.6094405593,Average,Average,Average,Average
2012-04-29,12,4.17,3.422914695784899,131.136,130.82340991755493,24.0,21.394206421030148,11.627,11.940265964877002,1073433.6900000002,1051917.8211689428,1009001.6094405593,Average,Average,Average,Average
2012-05-06,12,4.19,3.4115691274971423,131.1453,130.86456285511548,25.0,21.408867270125157,11.627,11.899599537430555,1041995.22,1052559.6626509272,1009001.6094405593,Average,Average,Average,Average
2012-05-13,12,4.11,3.400223559209385,131.0983,130.9057157926761,29.0,21.42352811922016,11.627,11.858933109984115,1020486.05,1053201.5041329113,1009001.6094405593,Average,Average,Average,Average
2012-05-20,12,4.29,3.388877990921628,131.0288,130.9468687302367,29.0,21.43818896831516,11.627,11.818266682537663,991514.2100000004,1053843.3456148957,1009001.6094405593,Average,Average,Average,Average
2012-05-27,12,4.28,3.3775324226338714,130.9592,130.9880216677973,26.0,21.452849817410165,11.627,11.77760025509122,981345.2,1054485.1870968796,1009001.6094405593,Average,Average,Average,Average
2012-06-03,12,4.1,3.366186854346114,130.8897,131.02917460535792,29.0,21.467510666505174,11.627,11.736933827644775,1086231.4699999995,1055127.0285788635,1009001.6094405593,Average,Average,Above,Average
2012-06-10,12,4.14,3.354841286058358,130.8295,131.0703275429185,30.0,21.48217151560017,11.627,11.69626740019833,1019555.51,1055768.8700608478,1009001.6094405593,Average,Average,Average,Average
2012-06-17,12,4.01,3.343495717770601,130.7929,131.11148048047912,33.0,21.496832364695177,11.627,11.655600972751884,981386.25,1056410.7115428322,1009001.6094405593,Average,Average,Average,Average
2012-06-24,12,3.88,3.3321501494828443,130.7563,131.15263341803976,32.0,21.511493213790175,11.627,11.61493454530544,943124.74,1057052.5530248163,1009001.6094405593,Average,Average,Average,Average
2012-07-01,12,3.76,3.3208045811950875,130.7196,131.19378635560037,32.0,21.52615406288518,10.925999999999998,11.574268117858994,1014898.7799999998,1057694.3945068002,1009001.6094405593,Average,Average,Above,Average
2012-07-08,12,3.72,3.3094590129073302,130.683,131.23493929316095,35.0,21.540814911980185,10.925999999999998,11.533601690412548,960312.75,1058336.2359887846,1009001.6094405593,Average,Average,Average,Average
2012-07-15,12,3.73,3.298113444619573,130.7013,131.2760922307216,30.0,21.55547576107519,10.925999999999998,11.492935262966107,941550.34,1058978.0774707687,1009001.6094405593,Average,Average,Average,Average
2012-07-22,12,3.77,3.2867678763318167,130.7196,131.3172451682822,34.0,21.57013661017019,10.925999999999998,11.452268835519659,916967.9200000005,1059619.9189527528,1009001.6094405593,Average,Average,Average,Average
2012-07-29,12,3.76,3.27542230804406,130.7379,131.35839810584278,31.0,21.5847974592652,10.925999999999998,11.411602408073213,958667.23,1060261.7604347372,1009001.6094405593,Average,Average,Above,Average
2012-08-05,12,3.81,3.264076739756302,130.7562,131.39955104340342,36.0,21.5994583083602,10.925999999999998,11.370935980626767,984689.9,1060903.6019167209,1009001.6094405593,Average,Average,Average,Average
2012-08-12,12,4.0,3.2527311714685463,130.791,131.44070398096406,35.0,21.6141191574552,10.925999999999998,11.330269553180322,1005003.12,1061545.4433987052,1009001.6094405593,Average,Average,Average,Average
2012-08-19,12,4.06,3.2413856031807886,130.8382,131.48185691852458,30.0,21.628780006550212,10.925999999999998,11.289603125733876,1048101.39,1062187.2848806896,1009001.6094405593,Average,Average,Average,Average
2012-08-26,12,4.09,3.230040034893032,130.8854,131.52300985608522,32.0,21.643440855645213,10.925999999999998,11.248936698287432,1061943.4899999998,1062829.1263626737,1009001.6094405593,Average,Average,Average,Average
2012-09-02,12,4.12,3.2186944666052746,130.9325,131.56416279364583,31.0,21.65810170474021,10.925999999999998,11.208270270840986,955146.0399999996,1063470.9678446578,1009001.6094405593,Average,Average,Average,Average
2012-09-09,12,4.13,3.2073488983175182,130.9777,131.60531573120645,29.0,21.672762553835216,10.925999999999998,11.16760384339454,885892.3700000005,1064112.809326642,1009001.6094405593,Average,Average,Average,Average
2012-09-16,12,4.12,3.196003330029761,131.0103,131.64646866876708,28.0,21.687423402930218,10.925999999999998,11.126937415948095,922735.37,1064754.6508086259,1009001.6094405593,Average,Average,Average,Average
2012-09-23,12,3.97,3.184657761742004,131.043,131.68762160632764,27.0,21.702084252025227,10.925999999999998,11.086270988501651,880415.67,1065396.4922906102,1009001.6094405593,Average,Average,Average,Average
2012-09-30,12,3.97,3.1733121934542474,131.0757,131.72877454388822,28.0,21.716745101120228,10.199,11.045604561055203,979825.9200000005,1066038.3337725946,1009001.6094405593,Average,Average,Average,Average
2012-10-07,12,4.47,3.16196662516649,131.1083,131.7699274814489,22.0,21.731405950215233,10.199,11.00493813360876,934917.47,1066680.1752545787,1009001.6094405593,Average,Average,Average,Average
2012-10-14,12,4.45,3.150621056878734,131.15,131.81108041900947,20.0,21.746066799310235,10.199,10.964271706162316,960945.43,1067322.0167365628,1009001.6094405593,Average,Average,Average,Average
2012-10-21,12,4.3,3.139275488590977,131.1931,131.85223335657008,19.0,21.760727648405236,10.199,10.923605278715868,974697.6,1067963.858218547,1009001.6094405593,Average,Average,Average,Average
2012-01-08,13,3.06,3.2513716573588507,130.244,130.1690297818022,-4.0,11.713650355928447,6.104,6.181516441222957,1794962.639999999,2034911.2971357743,1989706.2763888899,Average,Average,Average,Average
2012-01-15,13,3.05,3.2338926545152358,130.2792,130.2102938745851,-0.0,11.739295583419946,6.104,6.1506013080743065,1811606.21,2036082.973500412,1989706.2763888899,Average,Average,Average,Average
2012-01-22,13,3.06,3.2164136516716186,130.3145,130.25155796736806,1.0,11.764940810911446,6.104,6.119686174925656,1733983.09,2037254.6498650503,1989706.2763888899,Average,Average,Average,Average
2012-01-29,13,3.08,3.1989346488280024,130.3497,130.29282206015094,-0.0,11.790586038402946,6.104,6.088771041777005,1927780.74,2038426.326229688,1989706.2763888899,Average,Average,Average,Average
2012-02-05,13,3.12,3.181455645984386,130.3849,130.33408615293388,1.0,11.816231265894446,6.104,6.057855908628354,2069284.5699999996,2039598.0025943262,1989706.2763888899,Average,Average,Average,Average
2012-02-12,13,3.12,3.1639766431407703,130.4546,130.3753502457168,3.0,11.841876493385945,6.104,6.0269407754797015,2214477.06,2040769.678958964,1989706.2763888899,Average,Average,Average,Average
2012-02-19,13,3.14,3.1464976402971536,130.5502,130.41661433849973,2.0,11.86752172087744,6.104,5.996025642331053,1929768.03,2041941.3553236013,1989706.2763888899,Average,Average,Average,Average
2012-02-26,13,3.24,3.1290186374535374,130.6458,130.45787843128264,-0.0,11.89316694836894,6.104,5.965110509182402,1969742.76,2043113.03168824,1989706.2763888899,Average,Average,Above,Average
2012-03-04,13,3.38,3.1115396346099207,130.7414,130.49914252406558,3.0,11.918812175860438,6.104,5.93419537603375,1986445.65,2044284.708052877,1989706.2763888899,Average,Average,Average,Average
2012-03-11,13,3.53,3.0940606317663044,130.8262,130.54040661684846,11.0,11.944457403351937,6.104,5.903280242885098,2025582.62,2045456.3844175152,1989706.2763888899,Average,Average,Average,Average
2012-03-18,13,3.67,3.0765816289226877,130.8966,130.5816707096314,9.0,11.970102630843437,6.104,5.872365109736448,1904421.74,2046628.0607821532,1989706.2763888899,Average,Average,Average,Average
2012-03-25,13,3.73,3.0591026260790715,130.9671,130.6229348024143,12.0,11.995747858334935,6.104,5.841449976587796,1948982.7,2047799.7371467908,1989706.2763888899,Average,Average,Average,Average
2012-04-01,13,3.79,3.041623623235455,131.0375,130.66419889519725,9.0,12.021393085826436,5.965,5.810534843439147,2271614.76,2048971.4135114287,1989706.2763888899,Average,Average,Average,Average
2012-04-08,13,3.83,3.0241446203918394,131.108,130.70546298798016,11.0,12.047038313317936,5.965,5.779619710290494,2057637.8600000003,2050143.089876067,1989706.2763888899,Average,Average,Average,Average
2012-04-15,13,3.84,3.0066656175482227,131.1173,130.7467270807631,10.0,12.07268354080943,5.965,5.748704577141843,1955689.12,2051314.7662407046,1989706.2763888899,Average,Average,Average,Average
2012-04-22,13,3.84,2.9891866147046064,131.1267,130.787991173546,18.0,12.098328768300929,5.965,5.717789443993193,1970121.65,2052486.4426053425,1989706.2763888899,Average,Average,Average,Average
2012-04-29,13,3.83,2.9717076118609906,131.136,130.82925526632891,12.0,12.12397399579243,5.965,5.686874310844541,1995994.51,2053658.1189699804,1989706.2763888899,Average,Average,Average,Average
2012-05-06,13,3.81,2.954228609017373,131.1453,130.8705193591118,14.0,12.149619223283928,5.965,5.655959177695888,2080764.1699999997,2054829.795334618,1989706.2763888899,Average,Average,Average,Average
2012-05-13,13,3.81,2.936749606173757,131.0983,130.91178345189476,18.0,12.175264450775428,5.965,5.6250440445472405,2131900.55,2056001.471699256,1989706.2763888899,Average,Average,Average,Average
2012-05-20,13,3.8,2.9192706033301414,131.0288,130.9530475446777,17.0,12.200909678266926,5.965,5.594128911398588,2043349.41,2057173.1480638941,1989706.2763888899,Average,Average,Average,Average
2012-05-27,13,3.79,2.9017916004865247,130.9592,130.99431163746058,16.0,12.226554905758427,5.965,5.563213778249936,2035431.39,2058344.8244285318,1989706.2763888899,Average,Average,Average,Average
2012-06-03,13,3.78,2.8843125976429085,130.8897,131.03557573024352,20.0,12.252200133249927,5.965,5.532298645101286,2182437.9000000004,2059516.50079317,1989706.2763888899,Average,Average,Average,Average
2012-06-10,13,3.76,2.8668335947992922,130.8295,131.07683982302646,19.0,12.277845360741427,5.965,5.501383511952635,2152229.11,2060688.177157808,1989706.2763888899,Average,Average,Average,Average
2012-06-17,13,3.74,2.849354591955676,130.7929,131.11810391580937,23.0,12.303490588232922,5.965,5.470468378803984,2094372.9999999998,2061859.8535224453,1989706.2763888899,Average,Average,Average,Average
2012-06-24,13,3.68,2.83187558911206,130.7563,131.15936800859228,28.0,12.32913581572442,5.965,5.4395532456553335,2037663.71,2063031.5298870837,1989706.2763888899,Average,Average,Average,Average
2012-07-01,13,3.63,2.8143965862684435,130.7196,131.2006321013752,26.0,12.35478104321592,5.765,5.408638112506682,2184980.35,2064203.206251721,1989706.2763888899,Average,Average,Average,Average
2012-07-08,13,3.6,2.7969175834248268,130.683,131.24189619415813,29.0,12.380426270707419,5.765,5.3777229793580315,2002750.99,2065374.8826163588,1989706.2763888899,Average,Average,Average,Average
2012-07-15,13,3.56,2.7794385805812105,130.7013,131.28316028694104,24.0,12.406071498198918,5.765,5.34680784620938,2053089.32,2066546.558980997,1989706.2763888899,Average,Average,Average,Average
2012-07-22,13,3.54,2.7619595777375943,130.7196,131.32442437972398,27.0,12.431716725690414,5.765,5.3158927130607285,1914430.5300000003,2067718.2353456346,1989706.2763888899,Average,Average,Average,Average
2012-07-29,13,3.51,2.7444805748939785,130.7379,131.36568847250692,28.0,12.457361953181913,5.765,5.284977579912078,2044148.23,2068889.9117102725,1989706.2763888899,Average,Below,Average,Average
2012-08-05,13,3.51,2.7270015720503618,130.7562,131.40695256528983,28.0,12.483007180673413,5.765,5.2540624467634265,2041019.9200000004,2070061.588074911,1989706.2763888899,Average,Below,Average,Average
2012-08-12,13,3.54,2.709522569206745,130.791,131.44821665807274,26.0,12.508652408164911,5.765,5.223147313614776,2095769.18,2071233.2644395484,1989706.2763888899,Average,Below,Average,Average
2012-08-19,13,3.58,2.692043566363129,130.8382,131.48948075085565,25.0,12.534297635656412,5.765,5.1922321804661244,2059458.25,2072404.9408041863,1989706.2763888899,Average,Below,Average,Average
2012-08-26,13,3.62,2.674564563519513,130.8854,131.53074484363856,26.0,12.55994286314791,5.765,5.161317047317475,2073855.4200000009,2073576.617168824,1989706.2763888899,Average,Below,Average,Average
2012-09-02,13,3.69,2.6570855606758963,130.9325,131.5720089364215,21.0,12.58558809063941,5.765,5.130401914168822,2165796.31,2074748.2935334616,1989706.2763888899,Average,Below,Average,Average
2012-09-09,13,3.75,2.63960655783228,130.9777,131.6132730292044,20.0,12.611233318130909,5.765,5.099486781020172,1919917.03,2075919.9698981002,1989706.2763888899,Average,Below,Average,Average
2012-09-16,13,3.82,2.6221275549886642,131.0103,131.65453712198737,20.0,12.636878545622409,5.765,5.068571647871522,1938379.6600000004,2077091.6462627375,1989706.2763888899,Average,Below,Average,Average
2012-09-23,13,3.82,2.6046485521450475,131.043,131.69580121477026,18.0,12.662523773113909,5.765,5.03765651472287,1927664.11,2078263.3226273758,1989706.2763888899,Average,Below,Average,Average
2012-09-30,13,3.82,2.5871695493014313,131.0757,131.7370653075532,17.0,12.688169000605404,5.621,5.006741381574217,2041918.74,2079434.9989920137,1989706.2763888899,Average,Below,Average,Average
2012-10-07,13,3.8,2.5696905464578146,131.1083,131.7783294003361,13.0,12.713814228096904,5.621,4.975826248425569,1999079.439999999,2080606.6753566517,1989706.2763888899,Average,Below,Average,Average
2012-10-14,13,3.78,2.5522115436141983,131.15,131.81959349311902,11.0,12.739459455588404,5.621,4.944911115276916,2018010.1500000004,2081778.351721289,1989706.2763888899,Average,Below,Average,Average
2012-10-21,13,3.76,2.5347325407705816,131.1931,131.86085758590193,8.0,12.765104683079901,5.621,4.913995982128265,2035189.6599999997,2082950.0280859272,1989706.2763888899,Average,Above,Average,Average
2012-01-08,14,3.51,3.3661802930133664,189.3261,189.3554708640196,5.0,16.45761532892424,8.424,8.46981515724948,1696248.27,2067874.178479909,2020978.4009790209,Average,Average,Average,Below
2012-01-15,14,3.53,3.3486671194196598,189.4215,189.49314427696208,-0.0,16.51582057068729,8.424,8.462463948842649,1789113.3199999996,2067118.540810768,2020978.4009790209,Average,Average,Average,Average
2012-01-22,14,3.57,3.3311539458259527,189.5169,189.6308176899045,3.0,16.57402581245033,8.424,8.455112740435817,1595362.27,2066362.903141626,2020978.4009790209,Average,Average,Below,Below
2012-01-29,14,3.62,3.3136407722322456,189.6122,189.7684911028469,6.0,16.632231054213378,8.424,8.447761532028986,1877410.3599999992,2065607.2654724843,2020978.4009790209,Average,Average,Average,Average
2012-02-05,14,3.64,3.2961275986385385,189.7076,189.9061645157894,3.0,16.69043629597642,8.424,8.440410323622155,2077256.24,2064851.6278033424,2020978.4009790209,Average,Average,Average,Average
2012-02-12,14,3.7,3.2786144250448324,189.8425,190.04383792873185,3.0,16.748641537739466,8.424,8.433059115215324,2020550.99,2064095.990134201,2020978.4009790209,Average,Average,Average,Average
2012-02-19,14,3.74,3.2611012514511253,190.007,190.18151134167428,6.0,16.806846779502507,8.424,8.425707906808492,1875040.1600000004,2063340.35246506,2020978.4009790209,Average,Average,Average,Average
2012-02-26,14,3.82,3.243588077857418,190.1715,190.31918475461674,5.0,16.865052021265555,8.424,8.418356698401661,1926004.9899999998,2062584.7147959175,2020978.4009790209,Average,Average,Average,Average
2012-03-04,14,3.85,3.226074904263712,190.33599999999998,190.4568581675592,8.0,16.923257263028596,8.424,8.41100548999483,2020839.31,2061829.0771267768,2020978.4009790209,Average,Average,Average,Average
2012-03-11,14,3.86,3.208561730670005,190.4619,190.59453158050167,10.0,16.981462504791644,8.424,8.403654281587999,1941040.5000000002,2061073.4394576347,2020978.4009790209,Average,Average,Average,Average
2012-03-18,14,3.9,3.1910485570762983,190.5363,190.7322049934441,15.0,17.039667746554688,8.424,8.396303073181171,1893447.7099999997,2060317.801788493,2020978.4009790209,Average,Average,Average,Average
2012-03-25,14,3.95,3.173535383482592,190.6107,190.86987840638656,10.0,17.097872988317732,8.424,8.388951864774338,1905033.01,2059562.164119352,2020978.4009790209,Average,Average,Average,Average
2012-04-01,14,4.0,3.156022209888885,190.6852,191.00755181932902,10.0,17.156078230080777,8.567,8.381600656367509,2376022.26,2058806.5264502098,2020978.4009790209,Average,Average,Average,Above
2012-04-08,14,4.04,3.138509036295178,190.7596,191.14522523227146,11.0,17.21428347184382,8.567,8.374249447960675,1912909.69,2058050.8887810684,2020978.4009790209,Average,Average,Average,Average
2012-04-15,14,4.03,3.120995862701472,190.8138,191.2828986452139,17.0,17.272488713606865,8.567,8.366898239553846,1875686.44,2057295.251111927,2020978.4009790209,Average,Average,Average,Average
2012-04-22,14,4.0,3.1034826891077647,190.868,191.42057205815638,12.0,17.33069395536991,8.567,8.359547031147015,1784029.95,2056539.6134427846,2020978.4009790209,Average,Average,Average,Average
2012-04-29,14,3.95,3.0859695155140576,190.9222,191.55824547109887,13.0,17.388899197132954,8.567,8.352195822740184,1949354.2900000003,2055783.9757736437,2020978.4009790209,Average,Average,Average,Average
2012-05-06,14,3.89,3.068456341920351,190.9764,191.69591888404133,16.0,17.447104438896,8.567,8.344844614333352,1987531.0499999996,2055028.3381045016,2020978.4009790209,Average,Average,Average,Average
2012-05-13,14,3.85,3.0509431683266444,190.9964,191.8335922969837,19.0,17.505309680659042,8.567,8.337493405926523,1932233.17,2054272.7004353604,2020978.4009790209,Average,Average,Average,Average
2012-05-20,14,3.8,3.0334299947329377,191.0028,191.97126570992617,20.0,17.56351492242209,8.567,8.330142197519692,2030869.6099999992,2053517.0627662188,2020978.4009790209,Average,Average,Average,Average
2012-05-27,14,3.74,3.0159168211392307,191.0092,192.1089391228686,24.0,17.621720164185138,8.567,8.322790989112859,2049485.490000001,2052761.425097077,2020978.4009790209,Average,Average,Average,Average
2012-06-03,14,3.69,2.998403647545524,191.0155,192.24661253581112,18.0,17.67992540594818,8.567,8.315439780706027,2099615.88,2052005.7874279355,2020978.4009790209,Average,Average,Average,Average
2012-06-10,14,3.62,2.980890473951817,191.03,192.38428594875356,22.0,17.738130647711227,8.567,8.308088572299196,1905733.68,2051250.1497587936,2020978.4009790209,Average,Average,Average,Average
2012-06-17,14,3.56,2.9633773003581108,191.0646,192.52195936169602,23.0,17.796335889474264,8.567,8.300737363892367,1660228.8800000004,2050494.5120896525,2020978.4009790209,Average,Average,Average,Below
2012-06-24,14,3.51,2.9458641267644037,191.0992,192.65963277463845,24.0,17.854541131237312,8.567,8.293386155485535,1591835.0199999998,2049738.8744205104,2020978.4009790209,Average,Average,Below,Below
2012-07-01,14,3.48,2.928350953170697,191.1339,192.79730618758092,28.0,17.912746373000356,8.684,8.286034947078704,1862128.950000001,2048983.2367513687,2020978.4009790209,Average,Average,Average,Average
2012-07-08,14,3.52,2.9108377795769913,191.1685,192.9349796005233,27.0,17.970951614763397,8.684,8.278683738671873,1544422.35,2048227.599082228,2020978.4009790209,Average,Average,Average,Below
2012-07-15,14,3.57,2.893324605983284,191.167,193.0726530134658,26.0,18.029156856526445,8.684,8.271332530265044,1553250.16,2047471.9614130857,2020978.4009790209,Average,Average,Average,Below
2012-07-22,14,3.65,2.8758114323895767,191.1656,193.21032642640827,25.0,18.087362098289486,8.684,8.263981321858209,1479514.6600000008,2046716.3237439443,2020978.4009790209,Average,Average,Average,Below
2012-07-29,14,3.65,2.85829825879587,191.1641,193.3479998393507,25.0,18.14556734005253,8.684,8.25663011345138,1656886.4599999997,2045960.686074803,2020978.4009790209,Average,Average,Below,Below
2012-08-05,14,3.72,2.8407850852021634,191.1626,193.4856732522932,26.0,18.203772581815574,8.684,8.249278905044548,1648570.03,2045205.048405661,2020978.4009790209,Average,Average,Average,Below
2012-08-12,14,3.81,2.823271911608457,191.2285,193.62334666523563,24.0,18.261977823578626,8.684,8.241927696637717,1660433.299999999,2044449.41073652,2020978.4009790209,Average,Average,Average,Below
2012-08-19,14,3.83,2.8057587380147497,191.3449,193.7610200781781,23.0,18.320183065341674,8.684,8.234576488230887,1621841.3299999994,2043693.7730673775,2020978.4009790209,Average,Average,Average,Below
2012-08-26,14,3.87,2.7882455644210427,191.4613,193.89869349112053,24.0,18.378388307104714,8.684,8.227225279824056,1613342.1899999997,2042938.1353982363,2020978.4009790209,Average,Average,Below,Below
2012-09-02,14,3.91,2.7707323908273365,191.5777,194.036366904063,24.0,18.436593548867762,8.684,8.219874071417225,1904512.34,2042182.4977290947,2020978.4009790209,Average,Average,Average,Average
2012-09-09,14,3.95,2.7532192172336294,191.6998,194.17404031700542,20.0,18.494798790630806,8.684,8.212522863010394,1554794.2200000002,2041426.860059953,2020978.4009790209,Average,Average,Below,Below
2012-09-16,14,4.04,2.7357060436399228,191.8567,194.31171372994785,19.0,18.55300403239385,8.684,8.205171654603564,1565352.46,2040671.2223908117,2020978.4009790209,Average,Average,Below,Below
2012-09-23,14,4.0,2.7181928700462157,192.0136,194.44938714289032,18.0,18.61120927415689,8.684,8.197820446196733,1522512.2,2039915.5847216698,2020978.4009790209,Average,Average,Average,Below
2012-09-30,14,3.98,2.700679696452509,192.1704,194.58706055583284,18.0,18.66941451591994,8.667,8.190469237789904,1687592.16,2039159.9470525284,2020978.4009790209,Average,Average,Average,Below
2012-10-07,14,4.0,2.6831665228588033,192.3273,194.72473396877524,12.0,18.727619757682984,8.667,8.18311802938307,1639585.61,2038404.3093833863,2020978.4009790209,Average,Average,Average,Below
2012-10-14,14,3.97,2.665653349265096,192.3309,194.86240738171767,14.0,18.785824999446028,8.667,8.175766820976241,1590274.7199999997,2037648.6717142453,2020978.4009790209,Average,Average,Average,Below
2012-10-21,14,3.88,2.648140175671389,192.3089,195.0000807946601,15.0,18.844030241209072,8.667,8.168415612569408,1704357.62,2036893.0340451037,2020978.4009790209,Average,Average,Average,Below
2012-01-08,15,3.67,3.5657410668848417,136.753,136.67865950106741,2.0,13.623868163647625,7.943,7.903661698052438,454183.4200000001,648675.2260282774,623312.4749650349,Average,Average,Below,Below
2012-01-15,15,3.7,3.548791804653672,136.8564,136.70009521381348,-6.0,13.691116620030945,7.943,7.908379273561275,492721.8500000002,648810.9287084572,623312.4749650349,Average,Average,Below,Below
2012-01-22,15,3.74,3.5318425424225017,136.9598,136.72153092655955,-1.0,13.758365076414261,7.943,7.913096849070115,466045.62999999995,648946.6313886369,623312.4749650349,Average,Average,Below,Below
2012-01-29,15,3.8,3.514893280191332,137.0633,136.74296663930565,2.0,13.825613532797576,7.943,7.9178144245789515,523831.6400000001,649082.3340688167,623312.4749650349,Average,Average,Average,Below
2012-02-05,15,3.83,3.497944017960162,137.1667,136.76440235205172,-0.0,13.892861989180886,7.943,7.922532000087791,628218.2200000001,649218.0367489965,623312.4749650349,Average,Average,Average,Average
2012-02-12,15,3.87,3.4809947557289926,137.2583,136.78583806479782,-1.0,13.960110445564206,7.943,7.927249575596631,598502.8299999997,649353.7394291762,623312.4749650349,Average,Average,Average,Average
2012-02-19,15,3.92,3.464045493497822,137.3411,136.80727377754386,1.0,14.02735890194752,7.943,7.93196715110547,561137.0599999999,649489.442109356,623312.4749650349,Average,Average,Average,Average
2012-02-26,15,3.98,3.4470962312666527,137.4239,136.82870949028995,1.0,14.094607358330837,7.943,7.936684726614307,541292.64,649625.1447895358,623312.4749650349,Average,Average,Average,Average
2012-03-04,15,4.02,3.430146969035483,137.5067,136.85014520303602,3.0,14.161855814714148,7.943,7.941402302123147,545120.6700000003,649760.8474697155,623312.4749650349,Average,Average,Average,Average
2012-03-11,15,4.02,3.4131977068043127,137.5844,136.87158091578212,9.0,14.229104271097462,7.943,7.946119877631986,570611.23,649896.5501498954,623312.4749650349,Average,Average,Average,Average
2012-03-18,15,4.05,3.396248444573144,137.6553,136.8930166285282,15.0,14.296352727480777,7.943,7.9508374531408235,565481.8800000001,650032.252830075,623312.4749650349,Average,Average,Average,Average
2012-03-25,15,4.1,3.379299182341973,137.7262,136.91445234127426,6.0,14.363601183864095,7.943,7.955555028649663,557547.25,650167.9555102547,623312.4749650349,Average,Average,Average,Average
2012-04-01,15,4.14,3.362349920110804,137.7971,136.9358880540203,4.0,14.43084964024741,8.15,7.960272604158503,659950.36,650303.6581904343,623312.4749650349,Average,Average,Average,Average
